engine,entry_time,exit_time,ret_pct,size_mult,eq_before,eq_after,peak_before,worst_eq_intrade,mtm_dd_intrade
PUT,2025-03-07 16:45:00,2025-03-09 21:45:00,0.2968550343580638,1.0,332548.37913084176,431267.0396434462,332548.37913084176,325934.0333497249,-0.019889875266883905
PUT,2025-03-10 14:15:00,2025-03-11 07:15:00,0.0022794170036353,1.0,431267.0396434462,432250.07706671697,431267.0396434462,424637.88124000083,-0.015371354158959405
CALL,2025-04-21 17:45:00,2025-05-04 23:15:00,0.7305805022679204,1.0,432250.07706671697,748043.5554754663,432250.07706671697,431091.43658211647,-0.0026804864731618805
CALL,2025-05-18 18:15:00,2025-05-18 19:45:00,-0.0263117235347569,1.13,748043.5554754663,725802.5392727677,748043.5554754663,741179.4546631317,-0.00917607104839191
CALL,2025-05-22 14:45:00,2025-05-22 20:30:00,-0.000677475086801,1.0,725802.5392727677,725310.8261344734,748043.5554754663,723446.7645446121,-0.0328814956706901
PUT,2025-07-15 15:15:00,2025-07-15 22:45:00,-0.0459801222621178,1.0,725310.8261344734,691960.9456707727,748043.5554754663,715426.5743650739,-0.043603050747039185
PUT,2025-08-14 13:15:00,2025-08-17 13:15:00,0.0359128551720704,1.0,691960.9456707727,716811.238897376,748043.5554754663,685413.3103352225,-0.08372539898486953
PUT,2025-09-25 18:15:00,2025-09-28 18:15:00,-0.0499313747196222,1.0,716811.238897376,681019.8683247545,748043.5554754663,710629.838127691,-0.05001542633970657
PUT,2025-10-10 21:15:00,2025-10-10 21:15:00,0.0943253236571275,1.0,681019.8683247545,745257.2878214214,748043.5554754663,660708.3937933053,-0.1167514391948069
CALL,2025-10-28 15:30:00,2025-10-28 18:15:00,-0.0048679993352892,1.0,745257.2878214214,741629.3758396873,748043.5554754663,744983.2341868117,-0.00409110039950733
PUT,2025-10-30 05:15:00,2025-10-30 06:45:00,-0.0500144853117756,1.0,741629.3758396873,704537.1643149719,748043.5554754663,729359.0274634949,-0.024977861082026487
PUT,2025-11-20 17:15:00,2025-11-21 07:15:00,0.2168275316597496,1.0,704537.1643149719,857300.2186159467,748043.5554754663,695639.2120061765,-0.07005520345132965
